"Perioden";"Wijken en buurten";"Regiocode (gemeente, wijk, buurt) (code)";"Particuliere huishoudens (Aantal)";"Opleidingsniveau/Laag/Waarde (%)";"Opleidingsniveau/Middelbaar/Waarde (%)";"Opleidingsniveau/Hoog/Waarde (%)";"SES-WOA/Totaalscore/Gemiddelde score (Getal)";"Spreiding/Spreiding totaal/Waarde (Getal)"
"2019";"Holendrecht/Reigersbos";"WK036396  ";"    9100";"    33.3";"    39.7";"    26.9";"  -0.413";"   0.998"
"2019";"Holendrecht West";"BU03639600";"    1500";"    45.2";"    40.4";"    14.4";"  -0.832";"   0.914"
"2019";"Reigersbos Noord";"BU03639601";"    2000";"    41.5";"    39.5";"    19.0";"  -0.628";"   1.000"
"2019";"Holendrecht Oost";"BU03639602";"    1200";"    21.2";"    37.4";"    41.4";"   0.039";"   0.794"
"2019";"Gaasperdam Noord";"BU03639603";"    1000";"    29.6";"    40.3";"    30.0";"  -0.353";"   1.034"
"2019";"Gaasperdam Zuid";"BU03639604";"     900";"    30.9";"    41.0";"    28.0";"  -0.381";"   0.928"
"2019";"Reigersbos Midden";"BU03639605";"    1300";"    31.0";"    39.9";"    29.1";"  -0.332";"   0.940"
"2019";"Reigersbos Zuid";"BU03639606";"    1200";"    24.2";"    40.0";"    35.8";"  -0.130";"   0.921"
"2019";"Gein";"WK036397  ";"    5500";"    27.1";"    38.9";"    34.0";"  -0.203";"   0.967"
"2019";"Gein Noordwest";"BU03639700";"    1600";"    34.9";"    39.5";"    25.6";"  -0.505";"   1.011"
"2019";"Gein Zuidwest";"BU03639701";"     900";"    32.7";"    42.3";"    25.0";"  -0.483";"   1.022"
"2019";"Gein Noordoost";"BU03639702";"    1400";"    13.6";"    34.7";"    51.8";"   0.340";"   0.588"
"2019";"Gein Zuidoost";"BU03639703";"    1600";"    27.7";"    40.2";"    32.1";"  -0.212";"   0.916"
"2019";"Driemond";"WK036398  ";"     700";"    20.7";"    38.5";"    40.8";"   0.157";"   0.779"
"2019";"Dorp Driemond";"BU03639800";"     600";"    21.2";"    39.8";"    39.0";"   0.131";"   0.780"
"2019";"Landelijk gebied Driemond";"BU03639801";"       0";"       .";"       .";"       .";"       .";"       ."
